location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,house_material_type,living_meters,kitchen_meters
Новая Москва,sale,flat,10,10,4,189.0,185000000,Тверской,Страстной бульвар,23,Пушкинская,Lucky,2002,Панельный,38.0,31.0
Новая Москва,sale,flat,11,27,1,41.4,16490000,Лефортово, Золоторожский Вал,23,Серп и Молот,Символ,2025,Кирпичный,15.0,18.0
Новая Москва,sale,flat,12,19,1,42.1,17000000,Даниловский,Дубининская ,23,Тульская,Lucky,2021,Панельный,22.4,12.1
Новая Москва,sale,flat,16,23,1,44.0,19000000,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,М-House,2014,Кирпичный,38.0,10.0
Новая Москва,sale,flat,2,22,1,38.0,6200000,Пресненский,бульвар Воронцовский,8,Девяткино,GreenЛандия,2015,Монолитно-кирпичный,16.0,12.5
Новая Москва,sale,flat,14,16,1,36.0,6900000,Невский, Коллонтай,23,Проспект Большевиков,Lucky,1988,Кирпичный,18.1,8.0
Новая Москва,sale,flat,1,5,1,40.9,9100000,Пушкинский, Кокколевская,23,Купчино,Образцовый квартал 9,2022,Монолитный,26.9,11.4
Новая Москва,sale,flat,6,7,4,168.82,675280000,Замоскворечье,Ленинградский проспект,23,Третьяковская,Русские Сезоны ЖК,2025,Монолитный,38.0,8.5
Новая Москва,sale,flat,2,33,3,65.8,29000000,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2021,Монолитно-кирпичный,50.0,10.8
Новая Москва,sale,flat,6,17,3,79.0,29000000,Черемушки,Новочеремушкинская ,57,Новые Черёмушки,Lucky,2002,Монолитный,53.0,12.6
Новая Москва,sale,flat,1,6,2,40.0,10000000,Перово,1-я Владимирская ,23,Перово,Lucky,1959,Панельный,26.3,6.7
Новая Москва,sale,flat,11,12,4,210.0,99000000,Петроградский, Глухая Зеленина,4,Чкаловская,Классика,2012,Монолитный,82.0,53.0
Новая Москва,sale,flat,3,9,4,146.0,99900000,Петроградский, Рюхина,10,Крестовский остров,Lucky,2007,Монолитно-кирпичный,90.0,14.0
Новая Москва,sale,flat,1,5,4,163.0,140000000,Петроградский,набережная Мартынова,23,Крестовский остров,Lucky,2008,Монолитно-кирпичный,108.0,20.0
Новая Москва,sale,flat,21,40,4,84.5,41500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,Панельный,46.6,21.9
Новая Москва,sale,flat,15,19,3,107.0,98900000,Раменки,Ломоносовский проспект,23,Университет,Dominion,2021,Кирпичный,92.0,8.0
Новая Москва,sale,flat,1,5,5,189.0,129000000,Покровское-Стрешнево,Береговая ,23,Стрешнево,Покровский берег,2008,Кирпичный,108.7,29.1
Новая Москва,sale,flat,4,5,1,326.0,160000000,Мещанский,Варсонофьевский переулок,23,Кузнецкий мост,Lucky,1892,Монолитный,38.0,20.0
Новая Москва,sale,flat,2,8,2,77.2,110000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2019,Кирпичный,38.0,12.5
Московская область,sale,flat,1,6,3,80.2,13300000,Центральный,Кирилловская ,13,Площадь Александра Невского,Lucky,1907,Панельный,50.9,14.0
Московская область,sale,flat,20,21,3,46.5,14400000,Лосиноостровский,Тайнинская ,23,Медведково,Нормандия,2022,Монолитно-кирпичный,38.0,10.0
Московская область,sale,flat,14,20,3,109.0,16132000,Пресненский,Советская ,60,Первомайская,River House,2023,Монолитно-кирпичный,58.6,12.5
Московская область,sale,flat,11,13,3,90.0,59900000,Беговой,Ленинградский проспект,23,Петровский Парк,Квартал апартаментов Искра-Парк,2021,Монолитный,38.0,35.0
Московская область,sale,flat,13,28,3,100.0,65000000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point,2021,Монолитный,38.0,47.0
Московская область,sale,flat,14,16,1,36.0,6900000,Невский, Коллонтай,23,Проспект Большевиков,Lucky,1988,Монолитно-кирпичный,18.1,8.0
Московская область,sale,flat,1,5,1,40.9,9100000,Пушкинский, Кокколевская,23,Купчино,Образцовый квартал 9,2022,Панельный,26.9,11.4
Московская область,sale,flat,4,5,2,58.0,10500000,Невский, Бабушкина,8,Елизаровская,Lucky,1959,Монолитный,36.0,8.2
Московская область,sale,flat,12,18,2,69.72,18250000,Невский,Невский,23,Проспект Большевиков,Пульс Премьер ЖК,2026,Панельный,27.9,23.8
Московская область,sale,flat,4,20,1,76.13,32164925,Даниловский,Автозаводская ,26,Тульская,FORST,2024,Монолитный,27.7,21.3
Московская область,sale,flat,3,5,1,46.3,41670000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,2021,Кирпичный,32.0,12.5
Московская область,sale,flat,4,4,1,29.0,7605000,Приморский,Серебристый бульвар,23,Пионерская,Lucky,2021,Панельный,19.0,10.0
Московская область,sale,flat,1,4,1,36.2,7900000,Невский, Бабушкина,47,Елизаровская,Lucky,1959,Панельный,19.2,6.6
Московская область,sale,flat,8,11,2,73.4,70000000,Тверской,Лесная ,23,Белорусская,Lucky,1991,Кирпичный,34.5,12.1
Московская область,sale,flat,19,24,2,55.3,70000000,Беговой,Верхняя ,23,Белорусская,Суббота,2018,Кирпичный,18.3,25.0
Московская область,sale,flat,4,6,3,75.0,71250000,Хамовники,переулок Плотников,10,Смоленская,Lucky,1890,Панельный,41.8,14.3
Московская область,sale,flat,12,18,3,117.5,72000000,Красносельский,Басманный переулок,5,Комсомольская,Басманный 5,2017,Кирпичный,38.0,20.0
Московская область,sale,flat,6,6,3,135.0,76900000,Красносельский,Уланский переулок,23,Красные ворота,Lucky,1933,Монолитно-кирпичный,90.0,10.0
Московская область,sale,flat,2,7,3,89.9,80000000,Пресненский,Большой Козихинский переулок,23,Пушкинская,Lucky,2021,Монолитно-кирпичный,55.0,8.0
Московская область,sale,flat,25,36,3,105.0,89000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2021,Монолитно-кирпичный,69.0,30.0
Московская область,sale,flat,7,21,2,73.0,91250000,Пресненский, Сергея Макеева,23,Улица 1905 года,RedSide,2021,Кирпичный,38.0,12.1
Московская область,sale,flat,44,44,3,136.0,150000000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,2021,Кирпичный,70.0,40.0
Московская область,sale,flat,10,15,1,24.4,3000000,Пресненский,Ленинградский проспект,10,Победа,Восточный,2021,Монолитно-кирпичный,38.0,12.5
Московская область,sale,flat,10,13,1,22.5,3830000,Пресненский, Шувалова,23,Девяткино,Lucky,2023,Монолитный,17.0,12.5
Московская область,sale,flat,3,10,1,34.3,4199000,Ленинский,Троллейная ,7,Площадь Маркса,Lucky,2006,Кирпичный,18.0,7.0
Московская область,sale,flat,14,36,3,96.0,56000000,Хорошево-Мневники,Шелепихинская набережная,23,Шелепиха,Сердце Столицы,2018,Кирпичный,33.0,40.0
Московская область,sale,flat,14,17,3,137.2,59000000,Тропарево-Никулино,Никулинская ,27,Озёрная,Lucky,1997,Панельный,81.0,12.0
Московская область,sale,flat,38,68,2,72.5,79800000,Пресненский,1-й Красногвардейский проезд,23,Москва-Сити,NEVA TOWERS,2020,Монолитно-кирпичный,50.0,15.0
Москва,sale,flat,2,8,4,125.8,176120000,Пресненский,Большой Палашевский переулок,10,Пушкинская,Большой Палашевский 10,2006,Монолитно-кирпичный,80.0,16.5
Москва,sale,flat,13,13,4,140.2,105000000,Раменки,Мичуринский проспект,3,Ломоносовский проспект,Квартал Шуваловский,2021,Монолитный,88.3,13.4
Москва,sale,flat,3,5,4,123.0,110000000,Басманный, Машкова,23,Красные ворота,Современник,2017,Монолитно-кирпичный,38.0,15.0
Москва,sale,flat,5,7,4,176.0,180000000,Дорогомилово,Минская ,23,Минская,Снегири Эко,2021,Монолитный,77.5,22.8
Москва,sale,flat,2,7,3,97.1,43900000,Донской,Ленинский проспект,35,Ленинский проспект,Lucky,1940,Кирпичный,38.0,15.0
Москва,sale,flat,10,21,3,69.0,44900000,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024,Кирпичный,45.9,10.0
Москва,sale,flat,11,26,3,85.0,45000000,Лефортово, Крузенштерна,23,Авиамоторная,Символ,2023,Монолитный,25.3,33.0
Москва,sale,flat,19,29,3,79.54,46000000,Марфино, Академика Королева,21,Останкино,Дом Достижение,2024,Монолитный,52.0,8.0
Москва,sale,flat,7,26,3,102.0,80000000,Аэропорт,Ленинградский проспект,23,Динамо,ВТБ Арена парк,2021,Монолитно-кирпичный,60.8,12.0
Москва,sale,flat,2,9,1,23.1,5499416,Пресненский,Ленинградский проспект,4,Филатов Луг,Середневский Лес ЖК,2026,Панельный,10.7,5.6
Москва,sale,flat,6,7,1,16.3,5490000,Южное Бутово, Адмирала Руднева,20,Бунинская аллея,Lucky,2021,Монолитно-кирпичный,12.0,12.5
Москва,sale,flat,3,3,1,18.9,5570000,Басманный,Большая Почтовая ,23,Электрозаводская,Lucky,1900,Панельный,11.9,2.0
Москва,sale,flat,2,17,1,21.9,5780154,Южное Бутово,Ленинградский проспект,23,Щербинка,Никольские Луга ЖК,2026,"Панельный, монолитный",10.6,5.6
Москва,sale,flat,12,14,3,79.5,19440000,Люблино, Головачева,27,Люблино,Lucky,2021,Монолитно-кирпичный,42.9,12.1
Москва,sale,flat,16,33,2,42.4,21000000,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2023,Монолитно-кирпичный,23.0,6.0
Москва,sale,flat,1,5,2,67.2,19500000,Покровское-Стрешнево,Подмосковная ,7,Тушинская,Lucky,2021,Кирпичный,38.0,12.0
Москва,sale,flat,8,29,3,63.2,27900000,Очаково-Матвеевское,Аминьевское шоссе,23,Аминьевская,Вестердам,2021,Кирпичный,48.0,10.0
Москва,sale,flat,10,32,2,34.0,30000000,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2023,Монолитно-кирпичный,23.1,3.1
Москва,sale,flat,4,4,2,80.0,36500000,Марьина роща,проезд 12-й Марьиной рощи,23,Марьина Роща,Лофт-квартал Studio #12,2021,Монолитный,67.0,8.0
Москва,sale,flat,5,23,2,89.9,36600000,Хорошево-Мневники,Шелепихинская набережная,23,Народное Ополчение,Sydney City,2021,Монолитно-кирпичный,52.4,16.8
Москва,sale,flat,6,17,3,73.6,24500000,Богородское,Краснобогатырская ,79,Преображенская площадь,Lucky,1992,Монолитно-кирпичный,46.1,10.2
Москва,sale,flat,9,17,1,63.0,26700000,Соколиная гора,Борисовская ,1,Измайлово,Lucky,2013,Монолитный,40.0,15.0
Москва,sale,flat,27,30,4,83.0,28500000,Южнопортовый,Шарикоподшипниковская ,23,Дубровка,MYPRIORITY Dubrovka,2025,Кирпичный,54.0,14.0
Москва,sale,flat,22,23,3,152.0,82000000,Покровское-Стрешнево,Иваньковское шоссе,5,Щукинская,Lucky,2004,Монолитно-кирпичный,112.0,25.0
Москва,sale,flat,3,12,2,66.0,82000000,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Вишневый сад,2021,Панельный,44.8,15.0
Новая Москва,sale,flat,7,8,4,254.3,663208957,Арбат, Арбат,24,Смоленская,Turandot Residences,2021,Монолитно-кирпичный,38.0,12.5
Новая Москва,sale,flat,4,14,4,104.0,99000000,Мещанский, Советской Армии,6,Достоевская,Barkli Park,2013,Монолитный,38.0,10.5
Новая Москва,sale,flat,6,7,4,185.0,110000000,Тверской,Сущевская ,31,Менделеевская,Lucky,2021,Кирпичный,126.0,10.0
Новая Москва,sale,flat,8,59,3,128.0,41000000,Ростокино,проспект Мира,23,Ростокино,Триколор,2015,Монолитный,89.0,25.0
Новая Москва,sale,flat,6,15,3,77.0,42000000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet,2021,Монолитный,38.0,25.0
Новая Москва,sale,flat,9,9,3,80.0,42500000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet,2021,Панельный,38.0,25.0
Новая Москва,sale,flat,7,18,3,118.0,45500000,Кунцево,Партизанская ,23,Молодёжная,Lucky,2006,Монолитно-кирпичный,61.0,19.0
Новая Москва,sale,flat,6,23,3,104.0,48500000,Хорошево-Мневники, Нижние Мневники,23,Терехово ,Остров,2024,Панельный,50.6,20.4
Новая Москва,sale,flat,34,57,4,180.0,202939590,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,2007,Монолитно-кирпичный,38.0,15.0
Новая Москва,sale,flat,4,20,1,28.7,8100000,Калининский,Гражданский проспект,23,Гражданский проспект,Main House,0,Монолитный,15.9,7.0
Новая Москва,sale,flat,8,20,1,36.1,8190000,Советский, Аделя Кутуя,100,Суконная слобода,Lucky,2024,Монолитно-кирпичный,38.0,11.5
Новая Москва,sale,flat,25,25,1,27.34,8229340,Советский,Ленинградский проспект,23,Горки,Светлая Долина ЖК,2025,"Панельный, монолитно-кирпичный, монолитный",18.0,12.5
Новая Москва,sale,flat,11,28,4,99.1,47000000,Даниловский,набережная Марка Шагала,23,ЗИЛ,Shagal,2024,Монолитный,40.2,29.9
Новая Москва,sale,flat,10,23,3,91.2,54500000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров,2021,Панельный,49.2,20.3
Новая Москва,sale,flat,4,14,2,119.3,105000000,Замоскворечье,Мытная ,23,Серпуховская,Английский квартал,2021,Монолитно-кирпичный,38.6,61.3
Новая Москва,sale,flat,5,30,3,135.0,69000000,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода,2012,Панельный,76.0,18.0
Москква,sale,flat,23,33,4,99.49,15240000,Кировский, Блюхера,23,Уральская,Современник,2024,"Монолитно-кирпичный, монолитный",48.5,22.6
Москква,sale,flat,5,6,4,95.0,69500000,Арбат, Арбат,23,Смоленская,Lucky,1910,Монолитно-кирпичный,38.0,13.6
Москква,sale,flat,36,48,4,146.0,74900000,Раменки,Мосфильмовская ,23,Ломоносовский проспект,Воробьевы Горы,2021,Панельный,70.0,25.0
Москква,sale,flat,10,34,3,84.0,75000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,2023,Кирпичный,50.6,10.0
Москква,sale,flat,2,17,2,68.6,14250000,Пресненский, Колпакова,10,Медведково,Комфортный КВАРТАЛ,2013,Кирпичный,37.0,13.1
Московская область,sale,flat,41,41,4,165.0,230000000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,Монолитно-кирпичный,57.9,50.0
Московская область,sale,flat,4,6,3,219.4,317883613,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11,2009,Монолитно-кирпичный,38.0,20.0
Московская область,sale,flat,18,21,4,272.0,400000000,Пресненский, Костикова,23,Улица 1905 года,Lucky,2023,Кирпичный,141.7,22.0
Московская область,sale,flat,2,4,3,219.0,592300917,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM,2021,Монолитно-кирпичный,38.0,22.0
Московская область,sale,flat,2,3,4,110.0,36000000,Адмиралтейский,Английская набережная,58,Василеостровская,Lucky,2021,Монолитно-кирпичный,38.0,14.0
Московская область,sale,flat,8,24,3,98.6,14300000,Пресненский, Разина,23,Салтыковская,28 микрорайон,2022,Монолитный,42.3,25.6
Московская область,sale,flat,2,6,4,145.0,17900000,Пресненский, Новая Опалиха,1,Опалиха,Новая Опалиха,2011,Монолитно-кирпичный,58.0,18.0
Московская область,sale,flat,1,5,2,45.2,6400000,Пресненский,Школьная ,61,Домодедовская,Lucky,1965,Монолитно-кирпичный,38.0,6.0
Московская область,sale,flat,3,11,3,116.69,116690000,Дорогомилово,Ленинградский проспект,23,Парк Победы,Виктори Парк Резиденсез ЖК,2024,Монолитно-кирпичный,38.0,12.5
Московская область,sale,flat,7,8,2,75.0,132550000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2019,Монолитно-кирпичный,22.0,32.0
Московская область,sale,flat,13,21,2,130.0,155000000,Пресненский, Костикова,23,Улица 1905 года,Lucky,2021,Монолитный,84.0,28.0
Московская область,sale,flat,2,8,3,150.0,215000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2019,Монолитно-кирпичный,72.0,12.5
Московская область,sale,flat,2,4,3,219.2,592583602,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM,2015,Кирпичный,38.0,20.0
Московская область,sale,flat,23,24,2,69.8,10550000,Пресненский, Разина,23,Салтыковская,28 микрорайон,2022,Монолитно-кирпичный,2.0,12.8
Московская область,sale,flat,16,20,3,90.0,94500000,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021,Монолитно-кирпичный,51.0,21.0
Московская область,sale,flat,8,13,3,92.0,96690000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2021,Монолитно-кирпичный,38.0,10.0
Московская область,sale,flat,9,15,1,25.6,5900000,Выборгский,дорога Михайловская,23,Проспект Просвещения,Parkolovo,2023,Монолитный,17.3,3.0
Московская область,sale,flat,11,26,1,46.0,6250000,Пушкинский, Окуловская,8,Купчино,Шушары,2021,Монолитно-кирпичный,18.3,12.3
Московская область,sale,flat,1,5,1,31.8,6400000,Московский,Алтайская ,29,Московская,Lucky,1959,Панельный,17.8,5.7
Московская область,sale,flat,14,18,1,41.9,6990000,Пресненский, Борисова,23,Лобня,Лобня-Букино,2009,Панельный,17.5,12.0
Московская область,sale,flat,4,11,1,33.2,6990000,Калининский,проспект Просвещения,23,Гражданский проспект,Lucky,1994,Панельный,17.4,7.5
Московская область,sale,flat,3,25,1,38.4,6980000,Пушкинский,проспект Новгородский,8,Купчино,Шушары,2016,Монолитный,16.5,13.8
Московская область,sale,flat,15,25,1,30.0,6990000,Заельцовский,Овражная ,3,Заельцовская,Эрмитаж,2020,Панельный,18.0,12.5
Московская область,sale,flat,10,24,1,31.0,7199000,Приморский, Плесецкая,10,Комендантский проспект,Полис на Комендантском,2020,Монолитный,16.7,8.3
Московская область,sale,flat,5,19,1,45.0,7300000,Пресненский,Песчаная ,8,Томилино,Песчаная 8,2012,Монолитный,20.0,11.7
Московская область,sale,flat,3,4,1,31.3,7400000,Красносельский, Ивана Куликова,12,Проспект Ветеранов,Солнечный город. Резиденции,2021,Панельный,14.2,10.1
Московская область,sale,flat,5,9,1,33.0,7500000,Пресненский,Дирижабельная ,17,Долгопрудная,Lucky,2021,Кирпичный,38.0,6.0
Московская область,sale,flat,2,9,1,34.1,8442000,Пресненский,Ленинградский проспект,23,Кедровая,"Новые Ватутинки, мкр. Заречный",2026,Монолитный,11.0,12.1
Московская область,sale,flat,9,11,1,46.1,8800000,Пресненский, Семена Гордого,12,Крёкшино,Ново-Никольское,2021,Кирпичный,20.1,12.1
Московская область,sale,flat,7,25,1,38.76,9146890,Пресненский,Ленинградский проспект,23,Медведково,Кит 2 ЖК,2025,Монолитно-кирпичный,13.9,12.5
Московская область,sale,flat,2,6,1,60.8,9300000,Адмиралтейский,Серпуховская ,7,Технологический институт,Lucky,1917,Кирпичный,20.0,18.0
Московская область,sale,flat,16,20,1,46.6,9320000,Пресненский,Советская ,60,Первомайская,River House,2023,Монолитно-кирпичный,28.6,13.0
Московская область,sale,flat,8,13,1,25.0,9900000,Пресненский, 1-я Ватутинская,23,Ватутинки,Russian Design District,2023,Монолитно-кирпичный,14.9,3.4
Московская область,sale,flat,1,3,1,45.0,11299000,Пресненский, Кедровая,22,Десна,Lucky,2015,Монолитно-кирпичный,38.0,21.0
Московская область,sale,flat,5,16,1,43.8,11300000,Пресненский,проспект Куприна,23,Потапово,Эко Бунино,2022,Монолитный,19.0,19.8
Московская область,sale,flat,11,14,1,47.7,13800000,Московский, Парфеновская,17,Московские ворота,Московские ворота II,2023,Монолитно-кирпичный,19.2,14.0
Московская область,sale,flat,14,25,1,45.7,9150000,Пресненский,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11",2018,Монолитно-кирпичный,22.0,11.0
Московская область,sale,flat,33,51,2,45.7,21500000,Хорошево-Мневники,Шелепихинская набережная,34,Шелепиха,Сердце Столицы,2021,Монолитно-кирпичный,35.0,5.0
Московская область,sale,flat,10,14,2,56.7,22232323,Фили-Давыдково, Олеко Дундича,23,Филёвский парк,Lucky,2024,Монолитно-кирпичный,32.5,10.4
Московская область,sale,flat,3,14,3,68.6,55000000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2024,Монолитно-кирпичный,41.7,10.0
Московская область,sale,flat,10,36,3,77.7,28500000,Левобережный,Фестивальная ,23,Речной вокзал,Фестиваль парк-2,2021,Монолитный,46.0,10.0
Московская область,sale,flat,2,33,3,65.8,29000000,Хорошево-Мневники,Причальный проезд,23,Шелепиха,Level Причальный,2021,Монолитно-кирпичный,50.0,10.8
Московская область,sale,flat,2,4,3,219.0,592754072,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM,2021,Кирпичный,38.0,22.0
Московская область,sale,flat,5,12,3,83.67,52100000,Сокол, Врубеля,23,Сокол,Врубеля 4,2023,Монолитно-кирпичный,65.4,7.7
Московская область,sale,flat,2,16,1,55.9,21462000,Центр, Февральской Революции,21,Динамо,19/05,2024,Монолитно-кирпичный,22.3,18.3
Московская область,sale,flat,4,5,2,43.5,6990000,Красногвардейский,Пискаревский проспект,23,Академическая,Lucky,1962,Монолитно-кирпичный,28.4,5.5
Московская область,sale,flat,4,9,2,45.0,17490000,Войковский, Зои и Александра Космодемьянских,11,Войковская,Lucky,1976,Монолитно-кирпичный,38.0,7.0
Московская область,sale,flat,3,13,3,67.8,40000000,Хорошево-Мневники, Мневники,23,Народное Ополчение,Остров,2023,Монолитный,31.8,19.0
Москва,sale,flat,5,14,4,210.0,280000000,Пресненский,переулок Капранова,4,Краснопресненская,Park House,2021,Монолитный,38.0,15.0
Москва,sale,flat,12,12,4,270.6,724438500,Хамовники, Ефремова,23,Фрунзенская,Садовые кварталы,2019,Монолитный,38.0,12.5
Москва,sale,flat,5,14,1,34.86,7714446,Пресненский,Ленинградский проспект,23,Филатов Луг,Цветочные Поляны ЖК,2024,Монолитно-кирпичный,9.4,17.2
Москва,sale,flat,1,14,1,40.1,7800000,Пресненский,шоссе Остафьевское,23,Щербинка,Остафьево,2020,Кирпичный,28.0,4.0
Москва,sale,flat,2,23,1,41.3,7768530,Пресненский,Ленинградский проспект,23,Филатов Луг,Детали ЖК,2026,Монолитно-кирпичный,14.7,14.4
Москва,sale,flat,5,15,1,34.19,7780875,Пресненский,Ленинградский проспект,23,Щербинка,Алхимово ЖК,2024,Монолитно-кирпичный,23.5,3.0
Москва,sale,flat,8,16,1,32.37,7861006,Молжаниновский,Ленинградский проспект,23,Новоподрезково,Молжаниново ЖК,2025,Монолитно-кирпичный,9.2,15.6
Москва,sale,flat,8,21,2,71.3,41300000,Хорошево-Мневники, Нижние Мневники,23,Терехово ,Остров,2021,Монолитно-кирпичный,31.7,18.4
Москва,sale,flat,10,18,2,62.2,42999999,Беговой,Ленинградский проспект,23,Динамо,Царская площадь,2018,Монолитно-кирпичный,38.0,25.0
Москва,sale,flat,16,23,2,83.9,45400000,Можайский,Гжатская ,23,Давыдково,LIFE-Кутузовский,2019,Монолитный,63.5,10.0
Москва,sale,flat,3,5,1,28.0,5250000,Пресненский,Ленинградский проспект,5,Апрелевка,Lucky,2021,Монолитно-кирпичный,16.7,6.3
Москва,sale,flat,5,21,1,21.66,5500000,Тропарево-Никулино,Востряковское шоссе,23,Озёрная,Комплекс апартаментов CITIMIX,2020,Кирпичный,16.0,4.0
Москва,sale,flat,1,14,4,129.0,54000000,Левобережный,Ленинградский проспект,23,Беломорская,Акватория ЖК,2022,Монолитный,76.0,10.0
Москва,sale,flat,22,23,3,163.0,56000000,Проспект Вернадского,Ленинский проспект,23,Новаторская,Lucky,1999,Панельный,38.0,12.5
Москва,sale,flat,5,28,4,158.0,57000000,Можайский,Можайское шоссе,36,Рабочий посёлок,Lucky,2021,Кирпичный,93.5,25.0
Москва,sale,flat,4,14,4,89.2,57000000,Раменки,проспект Генерала Дорохова,23,Минская,Собрание клубных домов West Garden,2023,Монолитный,38.2,22.9
Москва,sale,flat,12,14,4,125.2,59500000,Левобережный,Ленинградский проспект,23,Беломорская,Акватория ЖК,2022,Монолитный,73.0,10.0
Москва,sale,flat,20,36,4,123.0,60500000,Беговой,Ленинградский проспект,23,Динамо,Комплекс апартаментов Alcon Tower,2023,Монолитно-кирпичный,91.0,20.0
Москва,sale,flat,5,5,4,234.0,150000000,Покровское-Стрешнево,Береговая ,23,Стрешнево,Lucky,2002,Монолитно-кирпичный,100.0,15.0
Москва,sale,flat,12,12,3,81.2,65900000,Сокол, Врубеля,23,Сокол,Lucky,2023,Кирпичный,38.0,7.0
Москва,sale,flat,6,8,4,132.0,71700000,Тверской,Тверская ,23,Маяковская,Lucky,2021,Монолитно-кирпичный,96.0,13.0
Москва,sale,flat,2,17,1,28.0,5900000,Пресненский,Ленинградский проспект,7,Остафьево,Новомосковский,2015,Монолитный,12.0,10.0
Москва,sale,flat,12,19,1,21.6,5959040,Пресненский,Ленинградский проспект,9,Улица Горчакова,Бунинские Кварталы ЖК,2025,Монолитный,7.6,5.1
Москва,sale,flat,3,17,1,22.25,5994475,Пресненский,Ленинградский проспект,23,Филатов Луг,Квартал Марьино ЖК,2025,Монолитно-кирпичный,12.1,3.0
Москва,sale,flat,2,13,3,120.0,160000000,Пресненский,2-я Черногрязская ,23,Улица 1905 года,RedSide,2017,Монолитно-кирпичный,38.0,12.0
Москва,sale,flat,22,53,3,152.7,167970000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,Монолитный,85.0,16.0
Москва,sale,flat,8,9,2,35.3,8888888,Пресненский,Ленинградский проспект,23,Крёкшино,Новое Внуково ЖК,2025,Монолитно-кирпичный,19.7,6.5
Москва,sale,flat,3,14,2,52.0,10249000,Крюково,Зеленоград,23,Зеленоград — Крюково,Lucky,1994,Кирпичный,30.5,8.3
Москва,sale,flat,14,28,2,67.0,30000000,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,КутузовGRAD II,2021,Кирпичный,29.0,19.0
Москва,sale,flat,3,8,4,131.6,165000000,Замоскворечье, Малая Ордынка,19,Третьяковская,Малая Ордынка 19,2021,Кирпичный,38.0,14.0
Москва,sale,flat,5,7,4,125.7,168000000,Арбат,Поварская ,23,Арбатская,De Luxe квартал апартаментов Театральный Дом,2021,Панельный,51.0,38.0
Москва,sale,flat,14,24,4,180.0,180000000,Беговой,Верхняя ,23,Белорусская,Суббота,2021,Монолитный,148.0,12.5
Москва,sale,flat,1,12,3,71.5,18500000,Богородское,Малая Черкизовская ,66,Преображенская площадь,Lucky,2021,Монолитный,35.0,9.7
Москва,sale,flat,16,24,4,110.9,58500000,Тропарево-Никулино,проспект Вернадского,80,Юго-Западная,Клубный дом Full House,2024,Панельный,66.4,10.0
Москва,sale,flat,5,30,3,135.0,69000000,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода,2012,Панельный,76.0,18.0
Москва,sale,flat,11,22,4,142.5,85000000,Покровское-Стрешнево,Вивальди кв-л,23,Спартак,Клубный Город на Реке Примавера ЖК,2025,Монолитный,70.3,30.0
Москва,sale,flat,3,11,3,116.69,116690000,Дорогомилово,Ленинградский проспект,23,Парк Победы,Виктори Парк Резиденсез ЖК,2024,Монолитно-кирпичный,38.0,12.5
Москва,sale,flat,4,6,3,219.4,318371998,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11,2009,Монолитно-кирпичный,38.0,20.0
Москва,sale,flat,18,26,3,79.6,38000000,Обручевский, Новаторов,23,Новаторская,Lucky,2021,Кирпичный,60.0,9.0
Москва,sale,flat,4,8,3,102.4,38500000,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land,2023,Монолитный,62.0,20.0
