location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,price_per_meter
Московская область,sale,flat,6,6,3,86.0,58000000.0,Даниловский,проспект Лихачева,18к7,Технопарк,Квартал на набережной NOW,2022,-1.0,-1,-1.0,-1,"36,4 м²","16,7 м²",674418.6046511628
Московская область,sale,flat,2,8,3,92.0,63781014.0,Хамовники,переулок Сивцев Вражек,33,Смоленская,,-1,-1.0,-1,-1.0,-1,75 м²,12 м²,693271.8913043478
Московская область,sale,flat,9,9,3,101.0,103000000.0,Можайский, Вересаева,9,Давыдково,Аристократ,-1,-1.0,-1,-1.0,-1,84 м²,12 м²,1019801.9801980198
Московская область,sale,flat,6,9,2,51.8,7390000.0,Советский, Академика Сахарова,1,Горки,,1997,-1.0,-1,-1.0,-1,"32,4 м²",8 м²,142664.09266409266
Московская область,sale,flat,20,20,3,95.6,60000000.0,Даниловский,проспект Лихачева,18к5,Технопарк,Квартал на набережной NOW,2023,-1.0,-1,-1.0,-1,"58,9 м²","16,3 м²",627615.0627615063
Московская область,sale,flat,2,8,3,92.0,63420983.0,Хамовники,переулок Сивцев Вражек,33,Смоленская,,1964,-1.0,-1,-1.0,-1,-1,12 м²,689358.5108695652
Московская область,sale,flat,23,76,3,184.0,110000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,2008,-1.0,-1,-1.0,-1,-1,20 м²,597826.0869565217
Московская область,sale,flat,4,7,3,131.4,115290339.0,Пресненский,Никитский бульвар,12,Арбатская,,-1,-1.0,-1,-1.0,-1,"101,4 м²",25 м²,877399.8401826484
Московская область,sale,flat,4,11,3,116.69,128359000.0,Дорогомилово,,3к4,Парк Победы,Виктори Парк Резиденсез ЖК,2024,-1.0,-1,-1.0,Чистовая,-1,25 м²,1100000.0
Московская область,sale,flat,6,11,3,101.6,130000000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк,-1,-1.0,-1,-1.0,-1,70 м²,14 м²,1279527.5590551181
Московская область,sale,flat,60,85,3,156.6,141190694.0,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО,2015,-1.0,Монолитный,-1.0,-,"107,2 м²",-1,901600.8556832696
Московская область,sale,flat,43,73,2,123.0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,74 м²,44 м²,1211382.1138211382
Московская область,sale,flat,5,6,3,151.0,149900000.0,Пресненский,Большой Патриарший переулок,14/27,Пушкинская,,1900,-1.0,-1,-1.0,-1,-1,14 м²,992715.2317880795
Московская область,sale,flat,46,73,2,123.0,150000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,25 м²,50 м²,1219512.1951219512
Московская область,sale,flat,6,8,3,122.1,160561500.0,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1",2023,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, черновая",-1,-1,1315000.0
Московская область,sale,flat,4,6,3,179.0,259547404.0,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11,2009,-1.0,-1,-1.0,-1,-1,15 м²,1449985.497206704
Московская область,sale,flat,5,7,3,116.8,357500000.0,Тверской, Большая Дмитровка,7/5С2,Савёловская,Советник,-1,-1.0,-1,-1.0,-1,59 м²,23 м²,3060787.671232877
Московская область,sale,flat,9,11,3,175.0,505174948.0,Хамовники, Ефремова,10к2,Спортивная,Садовые кварталы,2014,-1.0,-1,-1.0,-1,-1,15 м²,2886713.9885714287
Московская область,sale,flat,1,8,2,53.4,4333410.0,,,,,Микрорайон Первый,2024,-1.0,Кирпичный,-1.0,"Предчистовая, чистовая, чистовая с мебелью",-1,-1,81150.0
Московская область,sale,flat,2,10,2,59.0,4608240.0,Советский, Курчатова,32,,Атом-2,2024,-1.0,-1,-1.0,Без отделки,"31,1 м²","9,4 м²",78105.7627118644
Московская область,sale,flat,14,16,2,41.0,4900000.0,Ленинский,Волховская ,31,Площадь Маркса,Радуга,2023,-1.0,-1,-1.0,-1,10 м²,20 м²,119512.19512195123
Московская область,sale,flat,1,10,2,43.2,4978000.0,Краснооктябрьский,Варшавская ,4,,Мишино,2013,-1.0,-1,-1.0,Черновая,"24,7 м²","6,3 м²",115231.48148148147
Московская область,sale,flat,4,9,2,45.9,5287903.0,,,,,Южная мечта,2028,-1.0,-1,-1.0,Предчистовая,"11,3 м²","17,4 м²",115204.85838779957
Московская область,sale,flat,7,17,2,37.0,6000000.0,Ленинский, Связистов,162/1,Площадь Маркса,,-1,-1.0,-1,-1.0,-1,"22,9 м²","5,3 м²",162162.16216216216
Московская область,sale,flat,1,8,3,78.9,6150255.0,,,,,Микрорайон Первый,2024,-1.0,Кирпичный,-1.0,"Предчистовая, чистовая, чистовая с мебелью",-1,-1,77950.0
Московская область,sale,flat,2,24,2,48.8,6344000.0,,,,,Огурцы,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,-1,130000.00000000001
Московская область,sale,flat,2,3,2,56.2,7193600.0,Дзержинский, Землячки,84/9,,Герои,2025,-1.0,-1,-1.0,Без отделки,"27,9 м²","13,9 м²",128000.0
Московская область,sale,flat,2,9,2,48.2,7327120.0,"на 2 этаже. Новый жилой комплекс ""Лето"" от застройщика ""ГК Дарстрой"" расположен по адресу город Краснодар", Западный Обход.,,,Лето,2025,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,-1,152014.93775933608
Московская область,sale,flat,2,4,3,56.1,7429530.0,,,,,Микрорайон Новая Елизаветка,2024,-1.0,-1,-1.0,Без отделки,-1,"15,7 м²",132433.68983957218
Московская область,sale,flat,2,3,2,57.44,7352320.0,Дзержинский, Землячки,84/7,,Герои,2025,-1.0,-1,-1.0,Без отделки,"27,9 м²","12,5 м²",128000.0
Московская область,sale,flat,7,9,2,54.0,7550000.0,Советский,Ломжинская ,6,Горки,,1991,-1.0,-1,-1.0,-1,33 м²,8 м²,139814.8148148148
Московская область,sale,flat,2,5,3,59.7,7900000.0,Заельцовский,Красный проспект,81/3,Гагаринская,,1966,-1.0,-1,-1.0,-1,-1,7 м²,132328.30820770518
Московская область,sale,flat,5,17,2,50.8,7924800.0,Ворошиловский, Степана Разина,25/2,,Берег Волги,2025,-1.0,-1,-1.0,Без отделки,"25,4 м²","12,5 м²",156000.0
Московская область,sale,flat,5,8,2,62.0,8060000.0,,Северная ,20,Ладожская,Новый мир,2024,-1.0,-1,-1.0,Без отделки,32 м²,10 м²,130000.0
Московская область,sale,flat,3,4,3,65.2,8270294.0,,,,,ФоРест,2025,-1.0,Кирпичный,-1.0,Предчистовая,-1,-1,126845.0
Московская область,sale,flat,8,9,3,68.5,8600000.0,Ново-Савиновский, Академика Лаврентьева,10,Козья слобода,,1980,-1.0,-1,-1.0,-1,"38,8 м²","8,7 м²",125547.44525547445
Московская область,sale,flat,4,9,2,44.8,8650000.0,Калининский,Гражданский проспект,90К1,Академическая,,-1,-1.0,-1,-1.0,-1,"32,5 м²","7,3 м²",193080.35714285716
Московская область,sale,flat,12,17,2,52.27,8697728.0,Ворошиловский, Степана Разина,27,,Берег Волги,2025,-1.0,-1,-1.0,Без отделки,"19,5 м²",16 м²,166400.0
Московская область,sale,flat,11,16,2,74.19,8680230.0,,,,,Спутник,2024,-1.0,-1,-1.0,Без отделки,"35,6 м²",17 м²,117000.0
Московская область,sale,flat,8,24,3,63.5,9074150.0,Прикубанский, Имени Героя Георгия Бочарникова,2к1,,Улыбка,2024,-1.0,-1,-1.0,Без отделки,-1,"11,7 м²",142900.0
Московская область,sale,flat,7,9,2,53.63,9117100.0,,,,,Репин Парк,2028,-1.0,-1,-1.0,Предчистовая,-1,13 м²,170000.0
Московская область,sale,flat,2,14,2,48.6,9252000.0,Приволжский,Ферма-2 жилмассив,,Проспект Победы,Фермаполис,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,190370.37037037036
Московская область,sale,flat,15,17,2,61.49,9848238.0,Ворошиловский, Степана Разина,25/2,,Берег Волги,2025,-1.0,-1,-1.0,Без отделки,"24,4 м²","17,7 м²",160159.9934948772
Московская область,sale,flat,22,26,2,75.0,9900000.0,мкр. ЗИП,Российская ,79/3к2,,Москва,2016,-1.0,-1,-1.0,-1,33 м²,18 м²,132000.0
Московская область,sale,flat,9,16,3,62.7,10000000.0,Советский, Габдуллы Кариева,8,Горки,,2008,-1.0,-1,-1.0,-1,35 м²,"10,2 м²",159489.6331738437
Московская область,sale,flat,5,16,2,71.22,9970000.0,Черемушки мкр, Вишняковой,1/23к1,,Радонеж,2019,-1.0,-1,-1.0,Без отделки,-1,"13,7 м²",139988.76720022465
Московская область,sale,flat,3,18,3,67.0,10236000.0,Приволжский,,,Аметьево,Паркмаяк ЖК,2026,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,152776.1194029851
Москва,sale,flat,51,54,4,97.5,,Очаково-Матвеевское,,к1,Мичуринский проспект,Левел Мичуринский ЖК,2025,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая, чистовая",74 м²,"7,9 м²",
Москва,sale,flat,8,12,1,29.4,8146740.0,,,5/3,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный",2025,-1.0,Монолитный,-1.0,"Без отделки, чистовая","13,3 м²","5,8 м²",277100.0
Москва,sale,flat,1,7,1,44.29,8121792.0,,,6,Рассказовка,Квартал Западный ЖК,2026,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","11,6 м²","21,9 м²",183377.55701061187
Москва,sale,flat,2,9,1,32.2,8100000.0,Чертаново Центральное,Днепропетровская ,27к1,Южная,,1970,-1.0,-1,-1.0,-1,20 м²,6 м²,251552.79503105587
Москва,sale,flat,2,16,2,33.9,13800000.0,Даниловский, Симоновский Вал,12,Пролетарская,,1964,-1.0,-1,-1.0,-1,"22,1 м²","5,2 м²",407079.64601769915
Москва,sale,flat,6,17,2,33.0,13850000.0,, Лобановский Лес,13,Прокшино,Прокшино,2023,-1.0,-1,-1.0,-1,-1,20 м²,419696.9696969697
Москва,sale,flat,10,14,2,39.0,14000000.0,Ростокино,проспект Мира,196,Ростокино,,1971,-1.0,-1,-1.0,-1,25 м²,7 м²,358974.358974359
Москва,sale,flat,2,12,2,44.6,14980000.0,Котловка,Нагорная ,15К5,Нагорная,,1975,-1.0,-1,-1.0,-1,"29,6 м²",10 м²,335874.4394618834
Москва,sale,flat,8,13,2,42.3,20500000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ,2023,-1.0,-1,-1.0,-1,"16,3 м²",14 м²,484633.56973995274
Москва,sale,flat,2,5,3,69.3,20790000.0,Перово,2-я Владимирская ,32К3,Перово,,Напишите автору,-1.0,-1,-1.0,-1,-1,"7,8 м²",300000.0
Москва,sale,flat,6,13,1,43.63,8486155.0,Молжаниновский,,к6,Новоподрезково,Молжаниново ЖК,2025,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","12,3 м²","22,4 м²",194502.75040110014
Москва,sale,flat,1,7,1,47.39,8434164.0,,,6,Рассказовка,Квартал Западный ЖК,2026,-1.0,-1,-1.0,Без отделки,"14,6 м²",19 м²,177973.4965182528
Москва,sale,flat,12,32,3,61.0,23700000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II,2023,-1.0,-1,-1.0,-1,"40,6 м²",10 м²,388524.59016393445
Москва,sale,flat,20,20,3,72.7,23845000.0,,Родниковая ,30к1,Саларьево,Румянцево-Парк,2021,-1.0,-1,-1.0,-1,"55,2 м²",12 м²,327991.7469050894
Новая Москва,sale,flat,8,25,4,76.53,8112180.0,Ленинский,Затон-Восточный жилрайон,,,NOVALAND,2025,-1.0,-1,-1.0,-1,-1,-1,106000.0
Новая Москва,sale,flat,16,16,4,77.33,8159200.0,д. Кондратово, Водопроводная,6/1,,Ближе,2025,-1.0,-1,-1.0,Чистовая,"50,1 м²",5 м²,105511.44445881288
Новая Москва,sale,flat,2,5,4,62.2,4900000.0,Заводский, Сарыгина,23Б,,,1969,-1.0,-1,-1.0,-1,"45,8 м²","6,1 м²",78778.1350482315
Новая Москва,sale,flat,3,17,4,88.88,7851000.0,Первомайский,Тепличный мкр,,,Гагарин Парк,2026,-1.0,-1,-1.0,Под ключ,-1,-1,88332.58325832583
Новая Москва,sale,flat,3,9,1,32.0,13500000.0,Ломоносовский, Гарибальди,8К3,Новые Черёмушки,,1963,-1.0,-1,-1.0,-1,21 м²,6 м²,421875.0
Новая Москва,sale,flat,1,5,1,30.5,13450000.0,Фили-Давыдково,Большая Филевская ,41К5,Филёвский парк,,1960,-1.0,-1,-1.0,-1,"18,8 м²","5,6 м²",440983.60655737703
Новая Москва,sale,flat,8,14,1,38.8,13580000.0,Орехово-Борисово Южное,Каширское шоссе,65к3,Домодедовская,Ясный,2018,-1.0,-1,-1.0,-1,-1,10 м²,350000.0
Новая Москва,sale,flat,2,9,4,114.9,52000000.0,Преображенское,Преображенская ,2К1,Преображенская площадь,,2002,-1.0,-1,-1.0,-1,80 м²,25 м²,452567.44995648385
Новая Москва,sale,flat,2,9,4,120.0,53500000.0,Мещанский,Астраханский переулок,5,Проспект Мира,,1976,-1.0,-1,-1.0,-1,80 м²,10 м²,445833.3333333333
Новая Москва,sale,flat,11,17,2,54.3,10600000.0,Невский, Бадаева,8к1,Проспект Большевиков,на ул. Бадаева и ул. Коллонтай,2008,-1.0,-1,-1.0,-1,"29,6 м²","8,5 м²",195211.78637200737
Новая Москва,sale,flat,5,9,2,52.44,11009888.0,,,,,Иначе в Молодежном,2026,-1.0,Монолитно-кирпичный,-1.0,Чистовая с мебелью,"28,1 м²","14,2 м²",209952.09763539283
Новая Москва,sale,flat,2,2,2,43.0,25900000.0,с. Эстосадок, Гаражная,6А,,,-1,-1.0,-1,-1.0,-1,26 м²,8 м²,602325.5813953489
Московская область,sale,flat,2,25,1,36.2,3570000.0,Первомайский,3-й мкр,3-й мкр,,Умные кварталы А14,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая",-1,-1,98618.78453038674
Московская область,sale,flat,11,15,1,21.47,3560000.0,Калининский, Новоселов,100,,Микрорайон Домашний,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, чистовая, чистовая с мебелью","10,9 м²","3,5 м²",165812.76199347927
Московская область,sale,flat,10,10,1,35.5,3600000.0,Фрунзенский, Гончарова,4,,Гончаров,2021,-1.0,-1,-1.0,-1,-1,-1,101408.45070422535
Московская область,sale,flat,6,28,2,55.8,11200000.0,Выборгский, Николая Рубцова,11к1,Парнас,Северная долина,2014,-1.0,-1,-1.0,-1,"33,8 м²","9,4 м²",200716.8458781362
Московская область,sale,flat,7,12,3,77.9,11330000.0,,,3.3,Улица Дыбенко,А101 Всеволожск,2025,-1.0,-1,-1.0,Чистовая,"37,3 м²","14,4 м²",145442.87548138638
Московская область,sale,flat,7,13,3,61.3,11500000.0,Центральный,,,,,2000,-1.0,-1,-1.0,-1,42 м²,10 м²,187601.95758564438
Московская область,sale,flat,10,17,3,80.2,11950000.0,Кировский, Нижняя,15,Кремлёвская,,2013,-1.0,-1,-1.0,-1,"45,3 м²",12 м²,149002.49376558603
Московская область,sale,flat,10,18,3,71.71,12190700.0,,,,,Репин Парк,2028,-1.0,-1,-1.0,Предчистовая,-1,13 м²,170000.00000000003
Московская область,sale,flat,9,10,2,67.3,12399999.0,Советский, Юлиуса Фучика,78,Проспект Победы,,2003,-1.0,-1,-1.0,-1,"38,1 м²","11,5 м²",184249.61367013372
Московская область,sale,flat,11,18,3,88.8,12499990.0,Советский, Рашида Нежметдинова,2,Дубравная,Светлая долина,2012,-1.0,-1,-1.0,-1,"28,7 м²","13,2 м²",140765.65315315317
Московская область,sale,flat,10,19,2,66.2,12990000.0,Советский,проспект Победы,139к3,Горки,,2017,-1.0,-1,-1.0,-1,25 м²,"11,9 м²",196223.56495468278
Московская область,sale,flat,3,10,3,63.8,28950000.0,Центральный,Социалистическая ,21,Лиговский проспект,YE’S Marata,2020,-1.0,-1,-1.0,-1,-1,"35,4 м²",453761.75548589346
Московская область,sale,flat,8,10,2,76.7,35000000.0,Ново-Савиновский,Меридианная ,1,Козья слобода,,2006,-1.0,-1,-1.0,-1,"42,5 м²","11,8 м²",456323.33767926984
Московская область,sale,flat,22,26,2,75.0,9900000.0,мкр. ЗИП,Российская ,79/3к2,,Москва,2016,-1.0,-1,-1.0,-1,33 м²,18 м²,132000.0
Московская область,sale,flat,9,16,3,62.7,10000000.0,Советский, Габдуллы Кариева,8,Горки,,2008,-1.0,-1,-1.0,-1,35 м²,"10,2 м²",159489.6331738437
Московская область,sale,flat,1,5,2,99.1,17150000.0,Вахитовский, Калинина,10,Суконная слобода,,2000,-1.0,-1,-1.0,-1,"45,6 м²","13,4 м²",173057.5176589304
Московская область,sale,flat,4,25,2,62.03,18609000.0,мкр. Школьный, Школьная,1,,Сердце,2024,-1.0,Монолитный,-1.0,Предчистовая,-1,-1,300000.0
Московская область,sale,flat,2,20,2,53.92,19411200.0,Центральный,Краснодонская ,46,,Светский лес,2028,-1.0,Монолитно-кирпичный,-1.0,Черновая,-1,-1,360000.0
Московская область,sale,flat,12,12,3,59.4,7199000.0,Солнечногорск,Ленинградская ,12,,,-1,-1.0,-1,-1.0,-1,38 м²,8 м²,121195.2861952862
Москва,sale,flat,53,57,4,116.52,72195792.0,Филевский парк,,,Фили,Фили Сити ЖК,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,619600.0
Москва,sale,flat,3,22,1,27.8,8232266.0,,,к5,Филатов Луг,Филатов Луг ЖК,2026,-1.0,-1,-1.0,Без отделки,-1,"5,1 м²",296124.6762589928
Москва,sale,flat,8,23,-1,33.5,8176253.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal,2026,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая",18 м²,"1,3 м²",244067.25373134328
Москва,sale,flat,27,33,1,19.9,8284847.0,Царицыно,,1.5,Царицыно,Кавказский Бульвар 51 ЖК,2025,-1.0,Монолитный,-1.0,Чистовая,"9,8 м²","5,1 м²",416323.96984924626
Москва,sale,flat,3,15,1,38.84,8298207.0,,,к11,Щербинка,Алхимово ЖК,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","10,5 м²","19,2 м²",213651.05561277032
Москва,sale,flat,1,16,3,54.7,16000000.0,Восточное Измайлово,Сиреневый бульвар,72,Первомайская,,1985,-1.0,-1,-1.0,-1,-1,6 м²,292504.57038391224
Москва,sale,flat,5,14,2,53.0,16000000.0,Восточное Измайлово,Нижняя Первомайская ,48/8,Первомайская,,1991,-1.0,-1,-1.0,-1,31 м²,9 м²,301886.7924528302
Москва,sale,flat,1,19,2,47.3,16000000.0,Хорошевский, Полины Осипенко,2к2,Беговая,,2019,-1.0,-1,-1.0,-1,"24,5 м²","8,1 м²",338266.3847780127
Москва,sale,flat,8,9,3,60.5,15900000.0,Нижегородский,Нижегородская ,53,Нижегородская,,1963,-1.0,-1,-1.0,-1,"39,5 м²","8,2 м²",262809.9173553719
Москва,sale,flat,14,18,3,80.0,16990000.0,Бирюлево Восточное,6-я Радиальная ,7/6к3,Царицыно,Царицыно-2,2021,-1.0,-1,-1.0,-1,46 м²,"10,5 м²",212375.0
Москва,sale,flat,5,6,2,100.0,59950000.0,Замоскворечье,Большая Пионерская ,20,Павелецкая,,2000,-1.0,-1,-1.0,-1,70 м²,10 м²,599500.0
Москва,sale,flat,8,18,2,84.0,63000000.0,Тверской, Александра Невского,27,Белорусская,,-1,-1.0,-1,-1.0,-1,60 м²,19 м²,750000.0
Москва,sale,flat,5,21,3,119.0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,-1,-1.0,-1,-1.0,-1,78 м²,15 м²,966386.5546218487
Москва,sale,flat,15,16,1,35.9,8746511.0,,,к1.2,Бунинская аллея,Бунинские Кварталы ЖК,2024,-1.0,-1,-1.0,Без отделки,"14,1 м²","11,1 м²",243635.40389972145
Москва,sale,flat,2,23,1,42.6,8660580.0,,,,Филатов Луг,Детали ЖК,2026,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая","14,2 м²","16,2 м²",203300.0
Москва,sale,flat,15,51,2,80.6,28900000.0,Пресненский,Шелепихинское шоссе,,Шелепиха,Headliner,2019,-1.0,-1,-1.0,-1,55 м²,10 м²,358560.79404466506
Москва,sale,flat,5,28,2,67.0,28890000.0,Даниловский,2-я оч.,к4.1,ЗИЛ,Shagal,2024,-1.0,-1,-1.0,Без отделки,"29,1 м²","16,9 м²",431194.0298507463
Москва,sale,flat,19,23,2,71.7,30990000.0,Басманный,набережная Академика Туполева,15,Бауманская,Каскад,2008,-1.0,-1,-1.0,-1,"44,7 м²","10,5 м²",432217.5732217573
Новая Москва,sale,flat,3,8,4,77.51,8526100.0,Мотовилихинский,Алексеевская ,47,,Собрание,2025,-1.0,-1,-1.0,Предчистовая,"46,5 м²","5,1 м²",110000.0
Новая Москва,sale,flat,5,8,4,81.0,8468334.0,Засвияжский,,3,,Город Новаторов ЖК,2025,-1.0,"Панельный, кирпичный",-1.0,"Без отделки, предчистовая, черновая, чистовая",40 м²,20 м²,104547.33333333333
Новая Москва,sale,flat,5,5,4,93.2,7456000.0,Авиатор мкр, Н.П. Овчарова,11к2,,Авиатор,2024,-1.0,-1,-1.0,Неизвестно,-1,-1,80000.0
Новая Москва,sale,flat,6,9,4,73.0,5800000.0,Железнодорожный, Луначарского,7,,,1984,-1.0,-1,-1.0,-1,"51,3 м²","7,9 м²",79452.05479452055
Новая Москва,sale,flat,5,9,4,86.4,8600000.0,Сыктывкар,Тентюковская ,115,,,-1,-1.0,-1,-1.0,-1,58 м²,9 м²,99537.03703703704
Новая Москва,sale,flat,5,5,4,81.39,7398351.0,,,,,Живём!,2025,-1.0,"Панельный, монолитно-кирпичный, кирпичный",-1.0,"Предчистовая, чистовая",-1,-1,90900.0
Новая Москва,sale,flat,1,15,4,69.62,7797440.0,Заводский,Южный мкр,15-й мкр,,7 ВЫСОТ,2025,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая",-1,-1,111999.99999999999
Новая Москва,sale,flat,2,5,4,88.1,8432000.0,,,,,Звезды,2027,-1.0,-1,-1.0,Предчистовая,-1,"23,6 м²",95709.4211123723
Новая Москва,sale,flat,7,8,1,63.0,23900000.0,, Ясеневая,5к1,Сосенки,Дубровка,-1,-1.0,-1,-1.0,-1,-1,12 м²,379365.07936507935
Новая Москва,sale,flat,7,8,1,63.0,23900000.0,, Ясеневая,5к1,Сосенки,Дубровка,-1,-1.0,-1,-1.0,-1,-1,12 м²,379365.07936507935
Новая Москва,sale,flat,7,28,1,38.8,23950004.0,Раменки,Винницкая ,8к3,Раменки,Настоящее,2022,-1.0,-1,-1.0,-1,-1,"11,4 м²",617268.1443298969
Новая Москва,sale,flat,3,5,1,30.71,3699000.0,Дубровка пгт, Невская,,,Невский берег,2024,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","17,1 м²",-1,120449.36502767827
Новая Москва,sale,flat,5,8,1,35.1,3750000.0,Музыкальный мкр, Имени С.С. Прокофьева,29,,,2013,-1.0,-1,-1.0,-1,-1,12 м²,106837.60683760683
Новая Москва,sale,flat,9,24,1,37.4,3800000.0,мкр. Гидростроителей, Имени Валерия Гассия,4/7к1,,,2023,-1.0,-1,-1.0,-1,-1,10 м²,101604.27807486632
Новая Москва,sale,flat,1,17,2,43.2,3628800.0,Октябрьский, Минская,25,,Соседи,2026,-1.0,-1,-1.0,Предчистовая,"28,1 м²","6,5 м²",84000.0
Новая Москва,sale,flat,1,5,3,75.1,3820000.0,Ленинский,проезд Молодежный,3,,,1989,-1.0,-1,-1.0,-1,"48,5 м²","8,1 м²",50865.51264980027
Москва,sale,flat,5,29,4,152.0,61120000.0,Якиманка,Мытная ,40к3,Шаболовская,Sky House,,,,,,,,402105.2631578947
Москва,sale,flat,5,8,4,75.0,59500000.0,Замоскворечье,переулок Старый Толмачевский,17с1,Новокузнецкая,,,,,,,,,793333.3333333334
Москва,sale,flat,3,27,2,55.3,19419590.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского,,,,,,,,351167.99276672694
Москва,sale,flat,4,5,-1,385.0,600000000.0,Хамовники, Усачева,11К,Спортивная,Садовые кварталы,,,,,,,,1558441.5584415584
Москва,sale,flat,26,41,2,46.0,20950000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,,,,,,,,455434.7826086957
Москва,sale,flat,5,11,2,75.79,56842500.0,Филевский парк,,,Фили,Фили Сити ЖК,,,,,,,,749999.9999999999
Москва,sale,flat,11,11,4,303.0,501000000.0,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы,,,,,,,,1653465.3465346536
Москва,sale,flat,24,44,3,69.0,31700000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,,,,,,,,459420.28985507245
Москва,sale,flat,2,17,2,43.3,27430550.0,Раменки,Мичуринский проспект,вл30Б,Ломоносовский проспект,Legacy,,,,,,,,633500.0
Москва,sale,flat,4,5,-1,385.0,600000000.0,Хамовники, Усачева,11К,Спортивная,Садовые кварталы,,,,,,,,1558441.5584415584
Москва,sale,flat,7,7,4,190.0,140000000.0,Беговой,Ленинградский проспект,15С9,Белорусская,Bolshevik,,,,,,,,736842.1052631579
Москва,sale,flat,3,16,2,47.4,22190784.0,Даниловский,Малая Тульская ,2,Тульская,DECO RESIDENCE (Апартаменты премиум-класса),,,,,,,,468160.0
Москва,sale,flat,4,5,-1,380.0,600000000.0,Хамовники, Усачева,11К,Спортивная,Садовые кварталы,,,,,,,,1578947.3684210526
Москва,sale,flat,7,7,-1,264.0,417606400.0,Пресненский,Малая Никитская ,16/5,Баррикадная,,,,,,,,,1581842.4242424243
Москва,sale,flat,3,6,2,124.3,270980000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды,,,,,,,,2180048.270313757
Москва,sale,flat,8,29,2,69.1,31095000.0,Якиманка,Мытная ,40к3,Шаболовская,Sky House,,,,,,,,450000.00000000006
Москва,sale,flat,2,18,3,70.0,29950000.0,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь,,,,,,,,427857.14285714284
Москва,sale,flat,16,34,2,56.1,36913800.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,,,,,,,,658000.0
Москва,sale,flat,25,35,3,137.6,70000000.0,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса,,,,,,,,508720.93023255817
Москва,sale,flat,14,58,2,60.2,21000000.0,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,,,,,,,,348837.20930232556
Москва,sale,flat,2,16,2,85.4,63196000.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река,,,,,,,,740000.0
Москва,sale,flat,7,14,3,206.0,288277199.0,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной,,,,,,,,1399403.8786407767
Москва,sale,flat,2,6,2,70.0,31600000.0,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак3,Варшавская,LIFE Варшавская,,,,,,,,451428.5714285714
Москва,sale,flat,2,23,2,77.6,86100000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК,,,,,,,,1109536.0824742268
Москва,sale,flat,6,42,1,42.0,29000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,,,,,,,,690476.1904761905
